proteinA,Gene_Symbol,proteinB,Accession
Q93083,MT1L,SARS-CoV-2_nsp7,P0DTC1
Q8N339,MT1M,SARS-CoV-2_nsp7,P0DTC1
P20794,MAK,SARS-CoV-2_nsp7,P0DTC1
Q5TGZ0,MICOS10,SARS-CoV-2_nsp7,P0DTC1
Q9NX70,MED29,SARS-CoV-2_nsp7,P0DTC1
Q96M02,C10orf90,SARS-CoV-2_nsp7,P0DTC1
Q9Y696,CLIC4,SARS-CoV-2_nsp7,P0DTC1
A8MU93,C17orf100,SARS-CoV-2_nsp7,P0DTC1
Q5CZC0,FSIP2,SARS-CoV-2_nsp7,P0DTC1
Q2TAP0,GOLGA7B,SARS-CoV-2_nsp7,P0DTC1
Q8IUE6,H2AC21,SARS-CoV-2_nsp7,P0DTC1
P0DM35,MT1HL1,SARS-CoV-2_nsp7,P0DTC1
Q5VWZ2,LYPLAL1,SARS-CoV-2_nsp7,P0DTC1
P60014,KRTAP10-10,SARS-CoV-2_nsp7,P0DTC1
Q5H943,CT83,SARS-CoV-2_nsp7,P0DTC1
Q3LI61,KRTAP20-2,SARS-CoV-2_nsp7,P0DTC1
Q86Y97,KMT5C,SARS-CoV-2_nsp7,P0DTC1
Q6PEX3,KRTAP26-1,SARS-CoV-2_nsp7,P0DTC1
Q9BYR2,KRTAP4-5,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ7,KRTAP4-1,SARS-CoV-2_nsp7,P0DTC1
Q5NE16,CTSL3P,SARS-CoV-2_nsp7,P0DTC1
Q30KP8,DEFB136,SARS-CoV-2_nsp7,P0DTC1
P01567,IFNA7,SARS-CoV-2_nsp7,P0DTC1
P05000,IFNW1,SARS-CoV-2_nsp7,P0DTC1
P09341,CXCL1,SARS-CoV-2_nsp7,P0DTC1
A0A0G2JS06,IGLV5-39,SARS-CoV-2_nsp7,P0DTC1
Q5DT21,SPINK9,SARS-CoV-2_nsp7,P0DTC1
Q701N2,KRTAP5-5,SARS-CoV-2_nsp7,P0DTC1
Q9BYP9,KRTAP9-9,SARS-CoV-2_nsp7,P0DTC1
Q9BYR6,KRTAP3-3,SARS-CoV-2_nsp7,P0DTC1
A8MVA2,KRTAP9-6,SARS-CoV-2_nsp7,P0DTC1
Q6L8H4,KRTAP5-1,SARS-CoV-2_nsp7,P0DTC1
P0C7H8,KRTAP2-3,SARS-CoV-2_nsp7,P0DTC1
Q6L8H2,KRTAP5-3,SARS-CoV-2_nsp7,P0DTC1
O95868,LY6G6D,SARS-CoV-2_nsp7,P0DTC1
Q14210,LY6D,SARS-CoV-2_nsp7,P0DTC1
Q5VZ52,MORN5,SARS-CoV-2_nsp7,P0DTC1
O97980,HMHB1,SARS-CoV-2_nsp7,P0DTC1
Q9NWZ8,GEMIN8,SARS-CoV-2_nsp7,P0DTC1
O00198,HRK,SARS-CoV-2_nsp7,P0DTC1
Q8TC05,MDM1,SARS-CoV-2_nsp7,P0DTC1
P0C5Y4,KRTAP1-4,SARS-CoV-2_nsp7,P0DTC1
Q9BYU5,KRTAP2-1,SARS-CoV-2_nsp7,P0DTC1
Q9BYT5,KRTAP2-2,SARS-CoV-2_nsp7,P0DTC1
O95447,LCA5L,SARS-CoV-2_nsp7,P0DTC1
Q5T753,LCE1E,SARS-CoV-2_nsp7,P0DTC1
Q5TA82,LCE2D,SARS-CoV-2_nsp7,P0DTC1
P04731,MT1A,SARS-CoV-2_nsp7,P0DTC1
P13640,MT1G,SARS-CoV-2_nsp7,P0DTC1
P80294,MT1H,SARS-CoV-2_nsp7,P0DTC1
Q5T7N8,FAM27D1,SARS-CoV-2_nsp7,P0DTC1
B3EWG6,FAM25G,SARS-CoV-2_nsp7,P0DTC1
O00623,PEX12,SARS-CoV-2_nsp7,P0DTC1
Q8NDZ0,BEND2,SARS-CoV-2_nsp7,P0DTC1
Q86WR6,C17orf64,SARS-CoV-2_nsp7,P0DTC1
Q93034,CUL5,SARS-CoV-2_nsp7,P0DTC1
A0A1B0GV90,CTXND2,SARS-CoV-2_nsp7,P0DTC1
Q02575,NHLH1,SARS-CoV-2_nsp7,P0DTC1
Q96II8,LRCH3,SARS-CoV-2_nsp7,P0DTC1
Q92686,NRGN,SARS-CoV-2_nsp7,P0DTC1
Q8NHS2,GOT1L1,SARS-CoV-2_nsp7,P0DTC1
P43652,AFM,SARS-CoV-2_nsp7,P0DTC1
P12236,SLC25A6,SARS-CoV-2_nsp7,P0DTC1
Q9UNK9,ANGEL1,SARS-CoV-2_nsp7,P0DTC1
Q8IU53,CASC2,SARS-CoV-2_nsp7,P0DTC1
Q8IVL8,CPO,SARS-CoV-2_nsp7,P0DTC1
P56555,DSCR4,SARS-CoV-2_nsp7,P0DTC1
Q99075,HBEGF,SARS-CoV-2_nsp7,P0DTC1
A0A0U1RQI7,KLF18,SARS-CoV-2_nsp7,P0DTC1
Q9NUB4,C20orf141,SARS-CoV-2_nsp7,P0DTC1
Q96QV6,H2AC1,SARS-CoV-2_nsp7,P0DTC1
P0CF97,FAM200B,SARS-CoV-2_nsp7,P0DTC1
Q92915,FGF14,SARS-CoV-2_nsp7,P0DTC1
P04908,H2AC4,SARS-CoV-2_nsp7,P0DTC1
P20671,H2AC7,SARS-CoV-2_nsp7,P0DTC1
P60331,KRTAP10-1,SARS-CoV-2_nsp7,P0DTC1
P60368,KRTAP10-2,SARS-CoV-2_nsp7,P0DTC1
P60369,KRTAP10-3,SARS-CoV-2_nsp7,P0DTC1
P60372,KRTAP10-4,SARS-CoV-2_nsp7,P0DTC1
P60370,KRTAP10-5,SARS-CoV-2_nsp7,P0DTC1
P60371,KRTAP10-6,SARS-CoV-2_nsp7,P0DTC1
P60409,KRTAP10-7,SARS-CoV-2_nsp7,P0DTC1
P60410,KRTAP10-8,SARS-CoV-2_nsp7,P0DTC1
P60411,KRTAP10-9,SARS-CoV-2_nsp7,P0DTC1
Q3LHN2,KRTAP19-2,SARS-CoV-2_nsp7,P0DTC1
Q6L8G5,KRTAP5-10,SARS-CoV-2_nsp7,P0DTC1
Q6L8G4,KRTAP5-11,SARS-CoV-2_nsp7,P0DTC1
Q07627,KRTAP1-1,SARS-CoV-2_nsp7,P0DTC1
Q8IUG1,KRTAP1-3,SARS-CoV-2_nsp7,P0DTC1
P0C0S8,H2AC11,SARS-CoV-2_nsp7,P0DTC1
Q9P0R6,GSKIP,SARS-CoV-2_nsp7,P0DTC1
Q6UXT8,ALKAL1,SARS-CoV-2_nsp7,P0DTC1
P60606,CTXN1,SARS-CoV-2_nsp7,P0DTC1
Q6FI13,H2AC18,SARS-CoV-2_nsp7,P0DTC1
Q9UBC1,NFKBIL1,SARS-CoV-2_nsp7,P0DTC1
A0A075B6H9,IGLV4-69,SARS-CoV-2_nsp7,P0DTC1
P59991,KRTAP12-2,SARS-CoV-2_nsp7,P0DTC1
P60328,KRTAP12-3,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ4,KRTAP9-2,SARS-CoV-2_nsp7,P0DTC1
P41212,ETV6,SARS-CoV-2_nsp7,P0DTC1
P04553,PRM1,SARS-CoV-2_nsp7,P0DTC1
Q5T7P3,LCE1B,SARS-CoV-2_nsp7,P0DTC1
O14633,LCE2B,SARS-CoV-2_nsp7,P0DTC1
Q86SY8,KTN1-AS1,SARS-CoV-2_nsp7,P0DTC1
Q8WZA0,LZIC,SARS-CoV-2_nsp7,P0DTC1
B3EWG3,FAM25A,SARS-CoV-2_nsp7,P0DTC1
Q8N335,GPD1L,SARS-CoV-2_nsp7,P0DTC1
Q6UXD1,HRCT1,SARS-CoV-2_nsp7,P0DTC1
P48742,LHX1,SARS-CoV-2_nsp7,P0DTC1
O00151,PDLIM1,SARS-CoV-2_nsp7,P0DTC1
Q6B9Z1,IGFL4,SARS-CoV-2_nsp7,P0DTC1
Q8N5G2,MACO1,SARS-CoV-2_nsp7,P0DTC1
Q8N8E1,MAPKAPK5-AS1,SARS-CoV-2_nsp7,P0DTC1
Q96PC5,MIA2,SARS-CoV-2_nsp7,P0DTC1
Q9NP98,MYOZ1,SARS-CoV-2_nsp7,P0DTC1
Q6UXB8,PI16,SARS-CoV-2_nsp7,P0DTC1
Q5TCM9,LCE5A,SARS-CoV-2_nsp7,P0DTC1
Q5VZ66,JAKMIP3,SARS-CoV-2_nsp7,P0DTC1
Q8TAC2,JOSD2,SARS-CoV-2_nsp7,P0DTC1
Q9BYR9,KRTAP2-4,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ5,KRTAP4-6,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ6,KRTAP4-11,SARS-CoV-2_nsp7,P0DTC1
A8MXZ3,KRTAP9-1,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ8,KRTAP4-9,SARS-CoV-2_nsp7,P0DTC1
Q9UH64,CDKN2A-DT,SARS-CoV-2_nsp7,P0DTC1
Q8TEX9,IPO4,SARS-CoV-2_nsp7,P0DTC1
P60412,KRTAP10-11,SARS-CoV-2_nsp7,P0DTC1
Q3MIV0,KRTAP22-1,SARS-CoV-2_nsp7,P0DTC1
P60329,KRTAP12-4,SARS-CoV-2_nsp7,P0DTC1
Q9BYP8,KRTAP17-1,SARS-CoV-2_nsp7,P0DTC1
Q3SYF9,KRTAP19-7,SARS-CoV-2_nsp7,P0DTC1
Q8IUC1,KRTAP11-1,SARS-CoV-2_nsp7,P0DTC1
A8MX34,KRTAP29-1,SARS-CoV-2_nsp7,P0DTC1
A8MTY7,KRTAP9-7,SARS-CoV-2_nsp7,P0DTC1
A6NCL2,LRCOL1,SARS-CoV-2_nsp7,P0DTC1
O00483,NDUFA4,SARS-CoV-2_nsp7,P0DTC1
Q9NXJ0,MS4A12,SARS-CoV-2_nsp7,P0DTC1
Q96AT1,KIAA1143,SARS-CoV-2_nsp7,P0DTC1
P80297,MT1X,SARS-CoV-2_nsp7,P0DTC1
P04732,MT1E,SARS-CoV-2_nsp7,P0DTC1
Q9Y6C9,MTCH2,SARS-CoV-2_nsp7,P0DTC1
Q5T870,PRR9,SARS-CoV-2_nsp7,P0DTC1
P02818,BGLAP,SARS-CoV-2_nsp7,P0DTC1
Q587J8,KHDC3L,SARS-CoV-2_nsp7,P0DTC1
O95214,LEPROTL1,SARS-CoV-2_nsp7,P0DTC1
Q8TDE3,RNASE8,SARS-CoV-2_nsp7,P0DTC1
O00626,CCL22,SARS-CoV-2_nsp7,P0DTC1
Q8WUD4,CCDC12,SARS-CoV-2_nsp7,P0DTC1
Q86XE5,HOGA1,SARS-CoV-2_nsp7,P0DTC1
A8MUX0,KRTAP16-1,SARS-CoV-2_nsp7,P0DTC1
Q3LI60,KRTAP20-3,SARS-CoV-2_nsp7,P0DTC1
Q8IUC0,KRTAP13-1,SARS-CoV-2_nsp7,P0DTC1
Q9BYR4,KRTAP4-3,SARS-CoV-2_nsp7,P0DTC1
Q6L8G8,KRTAP5-7,SARS-CoV-2_nsp7,P0DTC1
Q3MUY2,PIGY,SARS-CoV-2_nsp7,P0DTC1
A6NGQ2,OOEP,SARS-CoV-2_nsp7,P0DTC1
Q6P1K1,SLC48A1,SARS-CoV-2_nsp7,P0DTC1
P05014,IFNA4,SARS-CoV-2_nsp7,P0DTC1
P48163,ME1,SARS-CoV-2_nsp7,P0DTC1
Q9BQG0,MYBBP1A,SARS-CoV-2_nsp7,P0DTC1
P60413,KRTAP10-12,SARS-CoV-2_nsp7,P0DTC1
Q3LI54,KRTAP19-8,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ3,KRTAP9-3,SARS-CoV-2_nsp7,P0DTC1
Q8WZA8,GCRG224,SARS-CoV-2_nsp7,P0DTC1
Q96KK5,H2AC12,SARS-CoV-2_nsp7,P0DTC1
P25713,MT3,SARS-CoV-2_nsp7,P0DTC1
O00168,FXYD1,SARS-CoV-2_nsp7,P0DTC1
Q96EH5,RPL39L,SARS-CoV-2_nsp7,P0DTC1
Q8N6Q1,TMCO5A,SARS-CoV-2_nsp7,P0DTC1
Q5T7P6,TMEM78,SARS-CoV-2_nsp7,P0DTC1
Q9UL33,TRAPPC2L,SARS-CoV-2_nsp7,P0DTC1
Q9BYE4,SPRR2G,SARS-CoV-2_nsp7,P0DTC1
Q9P0L2,MARK1,SARS-CoV-2_nsp7,P0DTC1
P26371,KRTAP5-9,SARS-CoV-2_nsp7,P0DTC1
Q9BYS1,KRTAP1-5,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ2,KRTAP9-4,SARS-CoV-2_nsp7,P0DTC1
O95825,CRYZL1,SARS-CoV-2_nsp7,P0DTC1
P61927,RPL37,SARS-CoV-2_nsp7,P0DTC1
P35244,RPA3,SARS-CoV-2_nsp7,P0DTC1
Q9UGH3,SLC23A2,SARS-CoV-2_nsp7,P0DTC1
P31151,S100A7,SARS-CoV-2_nsp7,P0DTC1
Q7Z6J9,TSEN54,SARS-CoV-2_nsp7,P0DTC1
Q6UWS5,PET117,SARS-CoV-2_nsp7,P0DTC1
P13489,RNH1,SARS-CoV-2_nsp7,P0DTC1
A0A286YFG1,SCYGR8,SARS-CoV-2_nsp7,P0DTC1
A0A286YF77,SCYGR6,SARS-CoV-2_nsp7,P0DTC1
P0DSO2,SCYGR9,SARS-CoV-2_nsp7,P0DTC1
Q17RH7,TPRXL,SARS-CoV-2_nsp7,P0DTC1
Q9NZ42,PSENEN,SARS-CoV-2_nsp7,P0DTC1
Q8TCC3,MRPL30,SARS-CoV-2_nsp7,P0DTC1
P62269,RPS18,SARS-CoV-2_nsp7,P0DTC1
Q96A25,TMEM106A,SARS-CoV-2_nsp7,P0DTC1
Q59GN2,RPL39P5,SARS-CoV-2_nsp7,P0DTC1
Q9P0J6,MRPL36,SARS-CoV-2_nsp7,P0DTC1
P62753,RPS6,SARS-CoV-2_nsp7,P0DTC1
O75324,SNN,SARS-CoV-2_nsp7,P0DTC1
O43759,SYNGR1,SARS-CoV-2_nsp7,P0DTC1
P10124,SRGN,SARS-CoV-2_nsp7,P0DTC1
Q9Y6G1,TMEM14A,SARS-CoV-2_nsp7,P0DTC1
Q96EN9,REX1BD,SARS-CoV-2_nsp7,P0DTC1
P84098,RPL19,SARS-CoV-2_nsp7,P0DTC1
Q8TAD7,OCC1,SARS-CoV-2_nsp7,P0DTC1
P01236,PRL,SARS-CoV-2_nsp7,P0DTC1
Q9BQ49,SMIM7,SARS-CoV-2_nsp7,P0DTC1
Q629K1,TRIQK,SARS-CoV-2_nsp7,P0DTC1
O43704,SULT1B1,SARS-CoV-2_nsp7,P0DTC1
P40337,VHL,SARS-CoV-2_nsp7,P0DTC1
Q8IXB3,TRARG1,SARS-CoV-2_nsp7,P0DTC1
Q9UHA2,SS18L2,SARS-CoV-2_nsp7,P0DTC1
A0A286YEY9,SCYGR1,SARS-CoV-2_nsp7,P0DTC1
A0A286YF60,SCYGR3,SARS-CoV-2_nsp7,P0DTC1
A0A286YF01,SCYGR7,SARS-CoV-2_nsp7,P0DTC1
