proteinA,Gene_Symbol,proteinB,Accession
Q96FA7,ZBED6CL,SARS-CoV-2_nsp10,P0DTC1
Q8N782,ZNF525,SARS-CoV-2_nsp10,P0DTC1
Q9UII5,ZNF107,SARS-CoV-2_nsp10,P0DTC1
Q96G27,WBP1,SARS-CoV-2_nsp10,P0DTC1
Q9UL59,ZNF214,SARS-CoV-2_nsp10,P0DTC1
Q6ZTB9,ZNF833P,SARS-CoV-2_nsp10,P0DTC1
Q96C28,ZNF707,SARS-CoV-2_nsp10,P0DTC1
Q8NGI6,OR4D10,SARS-CoV-2_nsp10,P0DTC1
P31939,ATIC,SARS-CoV-2_nsp10,P0DTC1
Q8WXC3,PYDC1,SARS-CoV-2_nsp10,P0DTC1
Q96PZ0,PUS7,SARS-CoV-2_nsp10,P0DTC1
Q9Y3P9,RABGAP1,SARS-CoV-2_nsp10,P0DTC1
Q96NR8,RDH12,SARS-CoV-2_nsp10,P0DTC1
Q6NUK4,REEP3,SARS-CoV-2_nsp10,P0DTC1
Q9H902,REEP1,SARS-CoV-2_nsp10,P0DTC1
Q9H1A7,POLR2J3,SARS-CoV-2_nsp10,P0DTC1
Q6ZUM4,ARHGAP27,SARS-CoV-2_nsp10,P0DTC1
Q6NW40,RGMB,SARS-CoV-2_nsp10,P0DTC1
Q9HB40,SCPEP1,SARS-CoV-2_nsp10,P0DTC1
P57768,SNX16,SARS-CoV-2_nsp10,P0DTC1
Q9UH99,SUN2,SARS-CoV-2_nsp10,P0DTC1
Q9P2R7,SUCLA2,SARS-CoV-2_nsp10,P0DTC1
M5A8F1,ERVH48-1,SARS-CoV-2_nsp10,P0DTC1
Q99619,SPSB2,SARS-CoV-2_nsp10,P0DTC1
P49223,SPINT3,SARS-CoV-2_nsp10,P0DTC1
P11277,SPTB,SARS-CoV-2_nsp10,P0DTC1
Q8IYB8,SUPV3L1,SARS-CoV-2_nsp10,P0DTC1
Q9BX66,SORBS1,SARS-CoV-2_nsp10,P0DTC1
Q9P2J5,LARS1,SARS-CoV-2_nsp10,P0DTC1
Q9Y228,TRAF3IP3,SARS-CoV-2_nsp10,P0DTC1
Q9UGM6,WARS2,SARS-CoV-2_nsp10,P0DTC1
P26640,VARS1,SARS-CoV-2_nsp10,P0DTC1
Q9C0I4,THSD7B,SARS-CoV-2_nsp10,P0DTC1
Q9BXU0,TEX12,SARS-CoV-2_nsp10,P0DTC1
Q00403,GTF2B,SARS-CoV-2_nsp10,P0DTC1
Q9H7E2,TDRD3,SARS-CoV-2_nsp10,P0DTC1
Q5TEJ8,THEMIS2,SARS-CoV-2_nsp10,P0DTC1
P24821,TNC,SARS-CoV-2_nsp10,P0DTC1
Q8N5D0,WDTC1,SARS-CoV-2_nsp10,P0DTC1
O60347,TBC1D12,SARS-CoV-2_nsp10,P0DTC1
Q9NY65,TUBA8,SARS-CoV-2_nsp10,P0DTC1
Q9UJA5,TRMT6,SARS-CoV-2_nsp10,P0DTC1
Q96BZ9,TBC1D20,SARS-CoV-2_nsp10,P0DTC1
Q15257,PTPA,SARS-CoV-2_nsp10,P0DTC1
Q9NR77,PXMP2,SARS-CoV-2_nsp10,P0DTC1
Q6ZRY4,RBPMS2,SARS-CoV-2_nsp10,P0DTC1
Q9H0Z9,RBM38,SARS-CoV-2_nsp10,P0DTC1
Q8IZ41,RASEF,SARS-CoV-2_nsp10,P0DTC1
P62306,SNRPF,SARS-CoV-2_nsp10,P0DTC1
Q9BYN8,MRPS26,SARS-CoV-2_nsp10,P0DTC1
Q9Y291,MRPS33,SARS-CoV-2_nsp10,P0DTC1
Q9BQC6,MRPL57,SARS-CoV-2_nsp10,P0DTC1
Q9BY42,RTF2,SARS-CoV-2_nsp10,P0DTC1
Q5HYW3,RTL5,SARS-CoV-2_nsp10,P0DTC1
A6ZKI3,RTL8C,SARS-CoV-2_nsp10,P0DTC1
B5MCN3,SEC14L6,SARS-CoV-2_nsp10,P0DTC1
P82921,MRPS21,SARS-CoV-2_nsp10,P0DTC1
Q13183,SLC13A2,SARS-CoV-2_nsp10,P0DTC1
O14804,TAAR5,SARS-CoV-2_nsp10,P0DTC1
Q969N4,TAAR8,SARS-CoV-2_nsp10,P0DTC1
Q9P0U3,SENP1,SARS-CoV-2_nsp10,P0DTC1
Q9BY07,SLC4A5,SARS-CoV-2_nsp10,P0DTC1
Q8IX30,SCUBE3,SARS-CoV-2_nsp10,P0DTC1
P60059,SEC61G,SARS-CoV-2_nsp10,P0DTC1
P31213,SRD5A2,SARS-CoV-2_nsp10,P0DTC1
Q9NVA2,SEPTIN11,SARS-CoV-2_nsp10,P0DTC1
Q9NR31,SAR1A,SARS-CoV-2_nsp10,P0DTC1
P05060,CHGB,SARS-CoV-2_nsp10,P0DTC1
P13521,SCG2,SARS-CoV-2_nsp10,P0DTC1
A0A286YEV6,SCYGR4,SARS-CoV-2_nsp10,P0DTC1
Q99590,SCAF11,SARS-CoV-2_nsp10,P0DTC1
A6NKF1,SAC3D1,SARS-CoV-2_nsp10,P0DTC1
P63302,SELENOW,SARS-CoV-2_nsp10,P0DTC1
Q01826,SATB1,SARS-CoV-2_nsp10,P0DTC1
Q8IWT1,SCN4B,SARS-CoV-2_nsp10,P0DTC1
Q92854,SEMA4D,SARS-CoV-2_nsp10,P0DTC1
Q5VXD3,SAMD13,SARS-CoV-2_nsp10,P0DTC1
A2RU30,TESPA1,SARS-CoV-2_nsp10,P0DTC1
Q495N2,SLC36A3,SARS-CoV-2_nsp10,P0DTC1
Q9H1U9,SLC25A51,SARS-CoV-2_nsp10,P0DTC1
Q9BV90,SNRNP25,SARS-CoV-2_nsp10,P0DTC1
P35712,SOX6,SARS-CoV-2_nsp10,P0DTC1
Q8TAQ2,SMARCC2,SARS-CoV-2_nsp10,P0DTC1
Q96HL8,SH3YL1,SARS-CoV-2_nsp10,P0DTC1
Q92922,SMARCC1,SARS-CoV-2_nsp10,P0DTC1
Q8TDD2,SP7,SARS-CoV-2_nsp10,P0DTC1
Q8NDV3,SMC1B,SARS-CoV-2_nsp10,P0DTC1
P22531,SPRR2E,SARS-CoV-2_nsp10,P0DTC1
Q99865,SPIN2A,SARS-CoV-2_nsp10,P0DTC1
P35326,SPRR2A,SARS-CoV-2_nsp10,P0DTC1
Q658P3,STEAP3,SARS-CoV-2_nsp10,P0DTC1
Q9P2K2,TXNDC16,SARS-CoV-2_nsp10,P0DTC1
Q9NSD9,FARSB,SARS-CoV-2_nsp10,P0DTC1
Q6ZW31,SYDE1,SARS-CoV-2_nsp10,P0DTC1
Q2M3V2,SOWAHA,SARS-CoV-2_nsp10,P0DTC1
Q6ZUI0,TPRG1,SARS-CoV-2_nsp10,P0DTC1
Q12931,TRAP1,SARS-CoV-2_nsp10,P0DTC1
A6NK02,TRIM75P,SARS-CoV-2_nsp10,P0DTC1
Q12816,TRO,SARS-CoV-2_nsp10,P0DTC1
Q9Y490,TLN1,SARS-CoV-2_nsp10,P0DTC1
P98066,TNFAIP6,SARS-CoV-2_nsp10,P0DTC1
P30291,WEE1,SARS-CoV-2_nsp10,P0DTC1
Q9HBT7,ZNF287,SARS-CoV-2_nsp10,P0DTC1
Q9H208,OR10A2,SARS-CoV-2_nsp10,P0DTC1
Q8NGJ8,OR51S1,SARS-CoV-2_nsp10,P0DTC1
Q68DD2,PLA2G4F,SARS-CoV-2_nsp10,P0DTC1
Q15042,RAB3GAP1,SARS-CoV-2_nsp10,P0DTC1
Q53GG5,PDLIM3,SARS-CoV-2_nsp10,P0DTC1
Q9HBH5,RDH14,SARS-CoV-2_nsp10,P0DTC1
P51160,PDE6C,SARS-CoV-2_nsp10,P0DTC1
O75452,RDH16,SARS-CoV-2_nsp10,P0DTC1
Q96E17,RAB3C,SARS-CoV-2_nsp10,P0DTC1
Q8NC74,RBBP8NL,SARS-CoV-2_nsp10,P0DTC1
Q96AH8,RAB7B,SARS-CoV-2_nsp10,P0DTC1
Q9NRX1,PNO1,SARS-CoV-2_nsp10,P0DTC1
Q9UPG8,PLAGL2,SARS-CoV-2_nsp10,P0DTC1
A0A0B4J2F0,PIGBOS1,SARS-CoV-2_nsp10,P0DTC1
A6NEE1,PLEKHD1,SARS-CoV-2_nsp10,P0DTC1
P00747,PLG,SARS-CoV-2_nsp10,P0DTC1
Q8N131,TMEM123,SARS-CoV-2_nsp10,P0DTC1
Q8IY26,PLPP6,SARS-CoV-2_nsp10,P0DTC1
P54277,PMS1,SARS-CoV-2_nsp10,P0DTC1
O15162,PLSCR1,SARS-CoV-2_nsp10,P0DTC1
Q6ZWK4,RHEX,SARS-CoV-2_nsp10,P0DTC1
O14921,RGS13,SARS-CoV-2_nsp10,P0DTC1
O60733,PLA2G6,SARS-CoV-2_nsp10,P0DTC1
O43566,RGS14,SARS-CoV-2_nsp10,P0DTC1
Q9H7P9,PLEKHG2,SARS-CoV-2_nsp10,P0DTC1
Q01201,RELB,SARS-CoV-2_nsp10,P0DTC1
P01833,PIGR,SARS-CoV-2_nsp10,P0DTC1
Q6WKZ4,RAB11FIP1,SARS-CoV-2_nsp10,P0DTC1
P0C7P2,RFPL3S,SARS-CoV-2_nsp10,P0DTC1
Q86YS3,RAB11FIP4,SARS-CoV-2_nsp10,P0DTC1
Q3MIN7,RGL3,SARS-CoV-2_nsp10,P0DTC1
O43251,RBFOX2,SARS-CoV-2_nsp10,P0DTC1
P48634,PRRC2A,SARS-CoV-2_nsp10,P0DTC1
Q2VWP7,PRTG,SARS-CoV-2_nsp10,P0DTC1
Q9NV39,PRR34,SARS-CoV-2_nsp10,P0DTC1
O43447,PPIH,SARS-CoV-2_nsp10,P0DTC1
Q9P1A2,PPP4R1L,SARS-CoV-2_nsp10,P0DTC1
Q8WUK0,PTPMT1,SARS-CoV-2_nsp10,P0DTC1
Q8N2H3,PYROXD2,SARS-CoV-2_nsp10,P0DTC1
P83881,RPL36A,SARS-CoV-2_nsp10,P0DTC1
Q14515,SPARCL1,SARS-CoV-2_nsp10,P0DTC1
P10646,TFPI,SARS-CoV-2_nsp10,P0DTC1
O60830,TIMM17B,SARS-CoV-2_nsp10,P0DTC1
A4D1P6,WDR91,SARS-CoV-2_nsp10,P0DTC1
Q5VZ19,TDRD10,SARS-CoV-2_nsp10,P0DTC1
O95497,VNN1,SARS-CoV-2_nsp10,P0DTC1
Q14656,TMEM187,SARS-CoV-2_nsp10,P0DTC1
P07101,TH,SARS-CoV-2_nsp10,P0DTC1
Q9H9P5,UNKL,SARS-CoV-2_nsp10,P0DTC1
P15374,UCHL3,SARS-CoV-2_nsp10,P0DTC1
Q9UPU5,USP24,SARS-CoV-2_nsp10,P0DTC1
Q96RP3,UCN2,SARS-CoV-2_nsp10,P0DTC1
Q16401,PSMD5,SARS-CoV-2_nsp10,P0DTC1
Q8WU10,PYROXD1,SARS-CoV-2_nsp10,P0DTC1
P78332,RBM6,SARS-CoV-2_nsp10,P0DTC1
Q13636,RAB31,SARS-CoV-2_nsp10,P0DTC1
Q9UBK7,RABL2A,SARS-CoV-2_nsp10,P0DTC1
O00631,SLN,SARS-CoV-2_nsp10,P0DTC1
P52434,POLR2H,SARS-CoV-2_nsp10,P0DTC1
Q9UHV5,RAPGEFL1,SARS-CoV-2_nsp10,P0DTC1
Q684P5,RAP1GAP2,SARS-CoV-2_nsp10,P0DTC1
P19387,POLR2C,SARS-CoV-2_nsp10,P0DTC1
Q9NXI6,RNF186,SARS-CoV-2_nsp10,P0DTC1
P25398,RPS12,SARS-CoV-2_nsp10,P0DTC1
Q71UM5,RPS27L,SARS-CoV-2_nsp10,P0DTC1
O15079,SNPH,SARS-CoV-2_nsp10,P0DTC1
O95343,SIX3,SARS-CoV-2_nsp10,P0DTC1
Q15005,SPCS2,SARS-CoV-2_nsp10,P0DTC1
Q9Y6H5,SNCAIP,SARS-CoV-2_nsp10,P0DTC1
Q6RVD6,SPATA8,SARS-CoV-2_nsp10,P0DTC1
Q96SB8,SMC6,SARS-CoV-2_nsp10,P0DTC1
P63208,SKP1,SARS-CoV-2_nsp10,P0DTC1
P01242,GH2,SARS-CoV-2_nsp10,P0DTC1
Q8IVB4,SLC9A9,SARS-CoV-2_nsp10,P0DTC1
Q6ICB4,PHETA2,SARS-CoV-2_nsp10,P0DTC1
O14656,TOR1A,SARS-CoV-2_nsp10,P0DTC1
Q9BYW2,SETD2,SARS-CoV-2_nsp10,P0DTC1
Q5TGY1,TMCO4,SARS-CoV-2_nsp10,P0DTC1
Q7Z7H5,TMED4,SARS-CoV-2_nsp10,P0DTC1
Q9BR01,SULT4A1,SARS-CoV-2_nsp10,P0DTC1
Q5T5C0,STXBP5,SARS-CoV-2_nsp10,P0DTC1
Q8TBR4,STAG3L4,SARS-CoV-2_nsp10,P0DTC1
P61764,STXBP1,SARS-CoV-2_nsp10,P0DTC1
Q8WWQ8,STAB2,SARS-CoV-2_nsp10,P0DTC1
O95630,STAMBP,SARS-CoV-2_nsp10,P0DTC1
Q9NP77,SSU72,SARS-CoV-2_nsp10,P0DTC1
Q4KMG9,TMEM52B,SARS-CoV-2_nsp10,P0DTC1
O75886,STAM2,SARS-CoV-2_nsp10,P0DTC1
Q7Z5L4,SPATA19,SARS-CoV-2_nsp10,P0DTC1
Q96N06,SPATA33,SARS-CoV-2_nsp10,P0DTC1
Q2M3C7,SPHKAP,SARS-CoV-2_nsp10,P0DTC1
O15020,SPTBN2,SARS-CoV-2_nsp10,P0DTC1
Q9P246,STIM2,SARS-CoV-2_nsp10,P0DTC1
Q6UW49,SPESP1,SARS-CoV-2_nsp10,P0DTC1
P78539,SRPX,SARS-CoV-2_nsp10,P0DTC1
P63313,TMSB10,SARS-CoV-2_nsp10,P0DTC1
Q8N2H4,SYS1,SARS-CoV-2_nsp10,P0DTC1
Q86V40,TRABD2A,SARS-CoV-2_nsp10,P0DTC1
Q99595,TIMM17A,SARS-CoV-2_nsp10,P0DTC1
Q66K14,TBC1D9B,SARS-CoV-2_nsp10,P0DTC1
P57738,TCTA,SARS-CoV-2_nsp10,P0DTC1
Q8WZ59,TMEM190,SARS-CoV-2_nsp10,P0DTC1
Q9UBH6,XPR1,SARS-CoV-2_nsp10,P0DTC1
O95371,OR2C1,SARS-CoV-2_nsp10,P0DTC1
Q02045,MYL5,SARS-CoV-2_nsp10,P0DTC1
Q13516,OLIG2,SARS-CoV-2_nsp10,P0DTC1
O95156,NXPH2,SARS-CoV-2_nsp10,P0DTC1
Q86Y26,NUTM1,SARS-CoV-2_nsp10,P0DTC1
Q9UBU9,NXF1,SARS-CoV-2_nsp10,P0DTC1
Q99460,PSMD1,SARS-CoV-2_nsp10,P0DTC1
Q92626,PXDN,SARS-CoV-2_nsp10,P0DTC1
A8MTL3,RNF212B,SARS-CoV-2_nsp10,P0DTC1
Q9NX57,RAB20,SARS-CoV-2_nsp10,P0DTC1
O43567,RNF13,SARS-CoV-2_nsp10,P0DTC1
P18577,RHCE,SARS-CoV-2_nsp10,P0DTC1
O94761,RECQL4,SARS-CoV-2_nsp10,P0DTC1
O43665,RGS10,SARS-CoV-2_nsp10,P0DTC1
Q96G75,RMND5B,SARS-CoV-2_nsp10,P0DTC1
Q16518,RPE65,SARS-CoV-2_nsp10,P0DTC1
Q8IW75,SERPINA12,SARS-CoV-2_nsp10,P0DTC1
Q99932,SPAG8,SARS-CoV-2_nsp10,P0DTC1
Q969G3,SMARCE1,SARS-CoV-2_nsp10,P0DTC1
Q12824,SMARCB1,SARS-CoV-2_nsp10,P0DTC1
O43791,SPOP,SARS-CoV-2_nsp10,P0DTC1
P60508,ERVFRD-1,SARS-CoV-2_nsp10,P0DTC1
Q6PEY2,TUBA3E,SARS-CoV-2_nsp10,P0DTC1
Q9P0N9,TBC1D7,SARS-CoV-2_nsp10,P0DTC1
Q8WUA7,TBC1D22A,SARS-CoV-2_nsp10,P0DTC1
Q969S6,TMEM203,SARS-CoV-2_nsp10,P0DTC1
Q7Z4G4,TRMT11,SARS-CoV-2_nsp10,P0DTC1
O94811,TPPP,SARS-CoV-2_nsp10,P0DTC1
Q96RJ3,TNFRSF13C,SARS-CoV-2_nsp10,P0DTC1
O15016,TRIM66,SARS-CoV-2_nsp10,P0DTC1
O14787,TNPO2,SARS-CoV-2_nsp10,P0DTC1
Q9H3N1,TMX1,SARS-CoV-2_nsp10,P0DTC1
Q8NCS4,TMEM35B,SARS-CoV-2_nsp10,P0DTC1
Q9H497,TOR3A,SARS-CoV-2_nsp10,P0DTC1
Q5TCY1,TTBK1,SARS-CoV-2_nsp10,P0DTC1
P53007,SLC25A1,SARS-CoV-2_nsp10,P0DTC1
O95071,UBR5,SARS-CoV-2_nsp10,P0DTC1
Q13200,PSMD2,SARS-CoV-2_nsp10,P0DTC1
Q9H0K6,PUS7L,SARS-CoV-2_nsp10,P0DTC1
O75677,RFPL1,SARS-CoV-2_nsp10,P0DTC1
Q9Y4F9,RIPOR2,SARS-CoV-2_nsp10,P0DTC1
P27635,RPL10,SARS-CoV-2_nsp10,P0DTC1
Q5M8T2,SLC35D3,SARS-CoV-2_nsp10,P0DTC1
Q9HB31,SEBOX,SARS-CoV-2_nsp10,P0DTC1
P0CK97,SLC35E2A,SARS-CoV-2_nsp10,P0DTC1
Q6P5W5,SLC39A4,SARS-CoV-2_nsp10,P0DTC1
Q2NKQ1,SGSM1,SARS-CoV-2_nsp10,P0DTC1
Q96E16,SMIM19,SARS-CoV-2_nsp10,P0DTC1
Q13487,SNAPC2,SARS-CoV-2_nsp10,P0DTC1
Q9UNH6,SNX7,SARS-CoV-2_nsp10,P0DTC1
Q86UG4,SLCO6A1,SARS-CoV-2_nsp10,P0DTC1
O60880,SH2D1A,SARS-CoV-2_nsp10,P0DTC1
Q9H2Y9,SLCO5A1,SARS-CoV-2_nsp10,P0DTC1
Q9BT81,SOX7,SARS-CoV-2_nsp10,P0DTC1
Q3KNW1,SNAI3,SARS-CoV-2_nsp10,P0DTC1
Q9H299,SH3BGRL3,SARS-CoV-2_nsp10,P0DTC1
O95473,SYNGR4,SARS-CoV-2_nsp10,P0DTC1
Q96RM1,SPRR2F,SARS-CoV-2_nsp10,P0DTC1
Q14714,SSPN,SARS-CoV-2_nsp10,P0DTC1
Q9NYA1,SPHK1,SARS-CoV-2_nsp10,P0DTC1
Q9Y4P9,SPEF1,SARS-CoV-2_nsp10,P0DTC1
Q0P670,SPEM2,SARS-CoV-2_nsp10,P0DTC1
Q9UQF0,ERVW-1,SARS-CoV-2_nsp10,P0DTC1
Q5T4T1,TMEM170B,SARS-CoV-2_nsp10,P0DTC1
A0A0B4J266,TRAV41,SARS-CoV-2_nsp10,P0DTC1
A2RUC4,TYW5,SARS-CoV-2_nsp10,P0DTC1
A0A0B4J271,TRAV12-3,SARS-CoV-2_nsp10,P0DTC1
A0A087WT03,TRAV26-1,SARS-CoV-2_nsp10,P0DTC1
P63146,UBE2B,SARS-CoV-2_nsp10,P0DTC1
A0A087X0K7,TRBV17,SARS-CoV-2_nsp10,P0DTC1
A0A0A0MS06,TRBV23-1,SARS-CoV-2_nsp10,P0DTC1
A0A5B7,TRBV29-1,SARS-CoV-2_nsp10,P0DTC1
A0A577,TRBV4-1,SARS-CoV-2_nsp10,P0DTC1
A0A539,TRBV4-2,SARS-CoV-2_nsp10,P0DTC1
A0A589,TRBV4-3,SARS-CoV-2_nsp10,P0DTC1
P62256,UBE2H,SARS-CoV-2_nsp10,P0DTC1
A6NIH7,UNC119B,SARS-CoV-2_nsp10,P0DTC1
A0A599,TRBV5-6,SARS-CoV-2_nsp10,P0DTC1
Q7RTZ2,USP17L1,SARS-CoV-2_nsp10,P0DTC1
Q6R6M4,USP17L2,SARS-CoV-2_nsp10,P0DTC1
A6NCW0,USP17L3,SARS-CoV-2_nsp10,P0DTC1
A0A0A0MS04,TRBV6-7,SARS-CoV-2_nsp10,P0DTC1
A6NCW7,USP17L4,SARS-CoV-2_nsp10,P0DTC1
A8MUK1,USP17L5,SARS-CoV-2_nsp10,P0DTC1
A0A1B0GX31,TRBV7-6,SARS-CoV-2_nsp10,P0DTC1
Q9C0C9,UBE2O,SARS-CoV-2_nsp10,P0DTC1
A0A0K0K1C0,TRBV11-1,SARS-CoV-2_nsp10,P0DTC1
A0A584,TRBV11-2,SARS-CoV-2_nsp10,P0DTC1
A0A075B6N2,TRBV20-1,SARS-CoV-2_nsp10,P0DTC1
A0A075B6N3,TRBV24-1,SARS-CoV-2_nsp10,P0DTC1
Q9NPD8,UBE2T,SARS-CoV-2_nsp10,P0DTC1
Q7Z3V4,UBE3B,SARS-CoV-2_nsp10,P0DTC1
Q15386,UBE3C,SARS-CoV-2_nsp10,P0DTC1
O95155,UBE4B,SARS-CoV-2_nsp10,P0DTC1
Q9Y5K8,ATP6V1D,SARS-CoV-2_nsp10,P0DTC1
Q08AM6,VAC14,SARS-CoV-2_nsp10,P0DTC1
Q6P1N9,TATDN1,SARS-CoV-2_nsp10,P0DTC1
A0A1W2PP97,THSD8,SARS-CoV-2_nsp10,P0DTC1
Q12789,GTF3C1,SARS-CoV-2_nsp10,P0DTC1
Q9BT92,TCHP,SARS-CoV-2_nsp10,P0DTC1
Q07654,TFF3,SARS-CoV-2_nsp10,P0DTC1
P0DPH7,TUBA3C,SARS-CoV-2_nsp10,P0DTC1
Q9HBL0,TNS1,SARS-CoV-2_nsp10,P0DTC1
Q96I45,TMEM141,SARS-CoV-2_nsp10,P0DTC1
Q8TBP0,TBC1D16,SARS-CoV-2_nsp10,P0DTC1
Q9UJT0,TUBE1,SARS-CoV-2_nsp10,P0DTC1
Q9HCJ0,TNRC6C,SARS-CoV-2_nsp10,P0DTC1
Q7Z2W7,TRPM8,SARS-CoV-2_nsp10,P0DTC1
Q9BWV7,TTLL2,SARS-CoV-2_nsp10,P0DTC1
O43657,TSPAN6,SARS-CoV-2_nsp10,P0DTC1
A6XGL0,YJEFN3,SARS-CoV-2_nsp10,P0DTC1
P06454,PTMA,SARS-CoV-2_nsp10,P0DTC1
Q9Y3T6,R3HCC1,SARS-CoV-2_nsp10,P0DTC1
Q0D2K3,RIPPLY1,SARS-CoV-2_nsp10,P0DTC1
O76021,RSL1D1,SARS-CoV-2_nsp10,P0DTC1
